id,lowercaseId,symbol,base,quote,settle,baseId,quoteId,settleId,type,spot,margin,swap,future,option,index,active,contract,linear,inverse,subType,taker,maker,contractSize,expiry,expiryDatetime,strike,optionType,precision,limits,created,info,priceScale,valueScale,ratioScale
sSLPUSDT,,SLP/USDT,SLP,USDT,,SLP,USDT,,spot,True,False,False,False,False,False,True,False,,,,0.001,0.001,,,,,,"{'amount': 0.1, 'price': 1e-06}","{'leverage': {'min': None, 'max': None}, 'amount': {'min': 0.1, 'max': 7000000.0}, 'price': {'min': 1e-06, 'max': None}, 'cost': {'min': 1.0, 'max': 500000.0}}",,"{'symbol': 'sSLPUSDT', 'code': '6501', 'type': 'Spot', 'displaySymbol': 'SLP / USDT', 'quoteCurrency': 'USDT', 'priceScale': '8', 'ratioScale': '8', 'pricePrecision': '6', 'baseCurrency': 'SLP', 'baseTickSize': '0.1 SLP', 'baseTickSizeEv': '1000', 'quoteTickSize': '0.000001 USDT', 'quoteTickSizeEv': '100', 'baseQtyPrecision': '1', 'quoteQtyPrecision': '2', 'minOrderValue': '1 USDT', 'minOrderValueEv': '100000000', 'maxBaseOrderSize': '7,000,000 SLP', 'maxBaseOrderSizeEv': '70000000000', 'maxOrderValue': '500,000 USDT', 'maxOrderValueEv': '50000000000000', 'defaultTakerFee': '0.001', 'defaultTakerFeeEr': '100000', 'defaultMakerFee': '0.001', 'defaultMakerFeeEr': '100000', 'description': 'SLPUSDT is a SLP/USDT spot trading pair. Minimum order value is 1 USDT', 'status': 'Listed', 'tipOrderQty': '1500000', 'listTime': '1642561200000', 'buyPriceUpperLimitPct': '110', 'sellPriceLowerLimitPct': '90', 'valueScale': '4'}",8,4.0,8
sTUSDT,,T/USDT,T,USDT,,T,USDT,,spot,True,False,False,False,False,False,True,False,,,,0.001,0.001,,,,,,"{'amount': 0.1, 'price': 1e-05}","{'leverage': {'min': None, 'max': None}, 'amount': {'min': 0.1, 'max': 4000000.0}, 'price': {'min': 1e-05, 'max': None}, 'cost': {'min': 1.0, 'max': 500000.0}}",,"{'symbol': 'sTUSDT', 'code': '6601', 'type': 'Spot', 'displaySymbol': 'T / USDT', 'quoteCurrency': 'USDT', 'priceScale': '8', 'ratioScale': '8', 'pricePrecision': '5', 'baseCurrency': 'T', 'baseTickSize': '0.1 T', 'baseTickSizeEv': '1000', 'quoteTickSize': '0.00001 USDT', 'quoteTickSizeEv': '1000', 'baseQtyPrecision': '1', 'quoteQtyPrecision': '2', 'minOrderValue': '1 USDT', 'minOrderValueEv': '100000000', 'maxBaseOrderSize': '4,000,000 T', 'maxBaseOrderSizeEv': '40000000000', 'maxOrderValue': '500,000 USDT', 'maxOrderValueEv': '50000000000000', 'defaultTakerFee': '0.001', 'defaultTakerFeeEr': '100000', 'defaultMakerFee': '0.001', 'defaultMakerFeeEr': '100000', 'description': 'TUSDT is a T/USDT spot trading pair. Minimum order value is 1 USDT', 'status': 'Listed', 'tipOrderQty': '750000', 'listTime': '1646215200000', 'buyPriceUpperLimitPct': '110', 'sellPriceLowerLimitPct': '90', 'valueScale': '4'}",8,4.0,8
sSPELLUSDT,,SPELL/USDT,SPELL,USDT,,SPELL,USDT,,spot,True,False,False,False,False,False,True,False,,,,0.001,0.001,,,,,,"{'amount': 0.1, 'price': 1e-07}","{'leverage': {'min': None, 'max': None}, 'amount': {'min': 0.1, 'max': 500000000.0}, 'price': {'min': 1e-07, 'max': None}, 'cost': {'min': 1.0, 'max': 500000.0}}",,"{'symbol': 'sSPELLUSDT', 'code': '6701', 'type': 'Spot', 'displaySymbol': 'SPELL / USDT', 'quoteCurrency': 'USDT', 'priceScale': '8', 'ratioScale': '8', 'pricePrecision': '7', 'baseCurrency': 'SPELL', 'baseTickSize': '0.1 SPELL', 'baseTickSizeEv': '1000', 'quoteTickSize': '0.0000001 USDT', 'quoteTickSizeEv': '10', 'baseQtyPrecision': '1', 'quoteQtyPrecision': '2', 'minOrderValue': '1 USDT', 'minOrderValueEv': '100000000', 'maxBaseOrderSize': '500,000,000 SPELL', 'maxBaseOrderSizeEv': '5000000000000', 'maxOrderValue': '500,000 USDT', 'maxOrderValueEv': '50000000000000', 'defaultTakerFee': '0.001', 'defaultTakerFeeEr': '100000', 'defaultMakerFee': '0.001', 'defaultMakerFeeEr': '100000', 'description': 'SPELLUSDT is a SPELL/USDT spot trading pair. Minimum order value is 1 USDT', 'status': 'Listed', 'tipOrderQty': '100000000', 'listTime': '1647226800000', 'buyPriceUpperLimitPct': '110', 'sellPriceLowerLimitPct': '90', 'valueScale': '4'}",8,4.0,8
sTELUSDT,,TEL/USDT,TEL,USDT,,TEL,USDT,,spot,True,False,False,False,False,False,False,False,,,,0.001,0.001,,,,,,"{'amount': 0.1, 'price': 1e-06}","{'leverage': {'min': None, 'max': None}, 'amount': {'min': 0.1, 'max': 100000000.0}, 'price': {'min': 1e-06, 'max': None}, 'cost': {'min': 1.0, 'max': 500000.0}}",,"{'symbol': 'sTELUSDT', 'code': '6801', 'type': 'Spot', 'displaySymbol': 'TEL / USDT', 'quoteCurrency': 'USDT', 'priceScale': '8', 'ratioScale': '8', 'pricePrecision': '6', 'baseCurrency': 'TEL', 'baseTickSize': '0.1 TEL', 'baseTickSizeEv': '1000', 'quoteTickSize': '0.000001 USDT', 'quoteTickSizeEv': '100', 'baseQtyPrecision': '1', 'quoteQtyPrecision': '2', 'minOrderValue': '1 USDT', 'minOrderValueEv': '100000000', 'maxBaseOrderSize': '100,000,000 TEL', 'maxBaseOrderSizeEv': '1000000000000', 'maxOrderValue': '500,000 USDT', 'maxOrderValueEv': '50000000000000', 'defaultTakerFee': '0.001', 'defaultTakerFeeEr': '100000', 'defaultMakerFee': '0.001', 'defaultMakerFeeEr': '100000', 'description': 'TELUSDT is a TEL/USDT spot trading pair. Minimum order value is 1 USDT', 'status': 'Delisted', 'tipOrderQty': '20000000', 'listTime': '1647226800000', 'buyPriceUpperLimitPct': '150', 'sellPriceLowerLimitPct': '50', 'valueScale': '4'}",8,4.0,8
sRSRUSDT,,RSR/USDT,RSR,USDT,,RSR,USDT,,spot,True,False,False,False,False,False,True,False,,,,0.001,0.001,,,,,,"{'amount': 0.1, 'price': 1e-06}","{'leverage': {'min': None, 'max': None}, 'amount': {'min': 0.1, 'max': 40000000.0}, 'price': {'min': 1e-06, 'max': None}, 'cost': {'min': 1.0, 'max': 500000.0}}",,"{'symbol': 'sRSRUSDT', 'code': '6901', 'type': 'Spot', 'displaySymbol': 'RSR / USDT', 'quoteCurrency': 'USDT', 'priceScale': '8', 'ratioScale': '8', 'pricePrecision': '6', 'baseCurrency': 'RSR', 'baseTickSize': '0.1 RSR', 'baseTickSizeEv': '1000', 'quoteTickSize': '0.000001 USDT', 'quoteTickSizeEv': '100', 'baseQtyPrecision': '1', 'quoteQtyPrecision': '2', 'minOrderValue': '1 USDT', 'minOrderValueEv': '100000000', 'maxBaseOrderSize': '40,000,000 RSR', 'maxBaseOrderSizeEv': '400000000000', 'maxOrderValue': '500,000 USDT', 'maxOrderValueEv': '50000000000000', 'defaultTakerFee': '0.001', 'defaultTakerFeeEr': '100000', 'defaultMakerFee': '0.001', 'defaultMakerFeeEr': '100000', 'description': 'RSRUSDT is a RSR/USDT spot trading pair. Minimum order value is 1 USDT', 'status': 'Listed', 'tipOrderQty': '7000000', 'listTime': '1647226800000', 'buyPriceUpperLimitPct': '110', 'sellPriceLowerLimitPct': '90', 'valueScale': '4'}",8,4.0,8
sAMPUSDT,,AMP/USDT,AMP,USDT,,AMP,USDT,,spot,True,False,False,False,False,False,True,False,,,,0.001,0.001,,,,,,"{'amount': 0.1, 'price': 1e-06}","{'leverage': {'min': None, 'max': None}, 'amount': {'min': 0.1, 'max': 20000000.0}, 'price': {'min': 1e-06, 'max': None}, 'cost': {'min': 1.0, 'max': 500000.0}}",,"{'symbol': 'sAMPUSDT', 'code': '7001', 'type': 'Spot', 'displaySymbol': 'AMP / USDT', 'quoteCurrency': 'USDT', 'priceScale': '8', 'ratioScale': '8', 'pricePrecision': '6', 'baseCurrency': 'AMP', 'baseTickSize': '0.1 AMP', 'baseTickSizeEv': '1000', 'quoteTickSize': '0.000001 USDT', 'quoteTickSizeEv': '100', 'baseQtyPrecision': '1', 'quoteQtyPrecision': '2', 'minOrderValue': '1 USDT', 'minOrderValueEv': '100000000', 'maxBaseOrderSize': '20,000,000 AMP', 'maxBaseOrderSizeEv': '200000000000', 'maxOrderValue': '500,000 USDT', 'maxOrderValueEv': '50000000000000', 'defaultTakerFee': '0.001', 'defaultTakerFeeEr': '100000', 'defaultMakerFee': '0.001', 'defaultMakerFeeEr': '100000', 'description': 'AMPUSDT is a AMP/USDT spot trading pair. Minimum order value is 1 USDT', 'status': 'Listed', 'tipOrderQty': '4000000', 'listTime': '1647226800000', 'buyPriceUpperLimitPct': '110', 'sellPriceLowerLimitPct': '90', 'valueScale': '4'}",8,4.0,8
sPOLYUSDT,,POLY/USDT,POLY,USDT,,POLY,USDT,,spot,True,False,False,False,False,False,False,False,,,,0.001,0.001,,,,,,"{'amount': 0.01, 'price': 0.0001}","{'leverage': {'min': None, 'max': None}, 'amount': {'min': 0.01, 'max': 1400000.0}, 'price': {'min': 0.0001, 'max': None}, 'cost': {'min': 1.0, 'max': 500000.0}}",,"{'symbol': 'sPOLYUSDT', 'code': '7101', 'type': 'Spot', 'displaySymbol': 'POLY / USDT', 'quoteCurrency': 'USDT', 'priceScale': '8', 'ratioScale': '8', 'pricePrecision': '4', 'baseCurrency': 'POLY', 'baseTickSize': '0.01 POLY', 'baseTickSizeEv': '1000000', 'quoteTickSize': '0.0001 USDT', 'quoteTickSizeEv': '10000', 'baseQtyPrecision': '2', 'quoteQtyPrecision': '2', 'minOrderValue': '1 USDT', 'minOrderValueEv': '100000000', 'maxBaseOrderSize': '1,400,000 POLY', 'maxBaseOrderSizeEv': '140000000000000', 'maxOrderValue': '500,000 USDT', 'maxOrderValueEv': '50000000000000', 'defaultTakerFee': '0.001', 'defaultTakerFeeEr': '100000', 'defaultMakerFee': '0.001', 'defaultMakerFeeEr': '100000', 'description': 'POLYUSDT is a POLY/USDT spot trading pair. Minimum order value is 1 USDT', 'status': 'Delisted', 'tipOrderQty': '250000', 'listTime': '1647226800000', 'buyPriceUpperLimitPct': '110', 'sellPriceLowerLimitPct': '90', 'valueScale': '8'}",8,8.0,8
sZRXUSDT,,ZRX/USDT,ZRX,USDT,,ZRX,USDT,,spot,True,False,False,False,False,False,True,False,,,,0.001,0.001,,,,,,"{'amount': 0.01, 'price': 0.0001}","{'leverage': {'min': None, 'max': None}, 'amount': {'min': 0.01, 'max': 1000000.0}, 'price': {'min': 0.0001, 'max': None}, 'cost': {'min': 1.0, 'max': 500000.0}}",,"{'symbol': 'sZRXUSDT', 'code': '7201', 'type': 'Spot', 'displaySymbol': 'ZRX / USDT', 'quoteCurrency': 'USDT', 'priceScale': '8', 'ratioScale': '8', 'pricePrecision': '4', 'baseCurrency': 'ZRX', 'baseTickSize': '0.01 ZRX', 'baseTickSizeEv': '1000000', 'quoteTickSize': '0.0001 USDT', 'quoteTickSizeEv': '10000', 'baseQtyPrecision': '2', 'quoteQtyPrecision': '2', 'minOrderValue': '1 USDT', 'minOrderValueEv': '100000000', 'maxBaseOrderSize': '1,000,000 ZRX', 'maxBaseOrderSizeEv': '100000000000000', 'maxOrderValue': '500,000 USDT', 'maxOrderValueEv': '50000000000000', 'defaultTakerFee': '0.001', 'defaultTakerFeeEr': '100000', 'defaultMakerFee': '0.001', 'defaultMakerFeeEr': '100000', 'description': 'ZRXUSDT is a ZRX/USDT spot trading pair. Minimum order value is 1 USDT', 'status': 'Listed', 'tipOrderQty': '200000', 'listTime': '1647226800000', 'buyPriceUpperLimitPct': '110', 'sellPriceLowerLimitPct': '90', 'valueScale': '8'}",8,8.0,8
sTRIBEUSDT,,TRIBE/USDT,TRIBE,USDT,,TRIBE,USDT,,spot,True,False,False,False,False,False,False,False,,,,0.001,0.001,,,,,,"{'amount': 0.01, 'price': 0.0001}","{'leverage': {'min': None, 'max': None}, 'amount': {'min': 0.01, 'max': 1000000.0}, 'price': {'min': 0.0001, 'max': None}, 'cost': {'min': 1.0, 'max': 500000.0}}",,"{'symbol': 'sTRIBEUSDT', 'code': '7301', 'type': 'Spot', 'displaySymbol': 'TRIBE / USDT', 'quoteCurrency': 'USDT', 'priceScale': '8', 'ratioScale': '8', 'pricePrecision': '4', 'baseCurrency': 'TRIBE', 'baseTickSize': '0.01 TRIBE', 'baseTickSizeEv': '1000000', 'quoteTickSize': '0.0001 USDT', 'quoteTickSizeEv': '10000', 'baseQtyPrecision': '2', 'quoteQtyPrecision': '2', 'minOrderValue': '1 USDT', 'minOrderValueEv': '100000000', 'maxBaseOrderSize': '1,000,000 TRIBE', 'maxBaseOrderSizeEv': '100000000000000', 'maxOrderValue': '500,000 USDT', 'maxOrderValueEv': '50000000000000', 'defaultTakerFee': '0.001', 'defaultTakerFeeEr': '100000', 'defaultMakerFee': '0.001', 'defaultMakerFeeEr': '100000', 'description': 'TRIBEUSDT is a TRIBE/USDT spot trading pair. Minimum order value is 1 USDT', 'status': 'Delisted', 'tipOrderQty': '150000', 'listTime': '1647226800000', 'buyPriceUpperLimitPct': '110', 'sellPriceLowerLimitPct': '90', 'valueScale': '8'}",8,8.0,8
sLRCUSDT,,LRC/USDT,LRC,USDT,,LRC,USDT,,spot,True,False,False,False,False,False,True,False,,,,0.001,0.001,,,,,,"{'amount': 0.01, 'price': 0.0001}","{'leverage': {'min': None, 'max': None}, 'amount': {'min': 0.01, 'max': 700000.0}, 'price': {'min': 0.0001, 'max': None}, 'cost': {'min': 1.0, 'max': 500000.0}}",,"{'symbol': 'sLRCUSDT', 'code': '7401', 'type': 'Spot', 'displaySymbol': 'LRC / USDT', 'quoteCurrency': 'USDT', 'priceScale': '8', 'ratioScale': '8', 'pricePrecision': '4', 'baseCurrency': 'LRC', 'baseTickSize': '0.01 LRC', 'baseTickSizeEv': '1000000', 'quoteTickSize': '0.0001 USDT', 'quoteTickSizeEv': '10000', 'baseQtyPrecision': '2', 'quoteQtyPrecision': '2', 'minOrderValue': '1 USDT', 'minOrderValueEv': '100000000', 'maxBaseOrderSize': '700,000 LRC', 'maxBaseOrderSizeEv': '70000000000000', 'maxOrderValue': '500,000 USDT', 'maxOrderValueEv': '50000000000000', 'defaultTakerFee': '0.001', 'defaultTakerFeeEr': '100000', 'defaultMakerFee': '0.001', 'defaultMakerFeeEr': '100000', 'description': 'LRCUSDT is a LRC/USDT spot trading pair. Minimum order value is 1 USDT', 'status': 'Listed', 'tipOrderQty': '130000', 'listTime': '1647226800000', 'buyPriceUpperLimitPct': '110', 'sellPriceLowerLimitPct': '90', 'valueScale': '8'}",8,8.0,8
sFEIUSDT,,FEI/USDT,FEI,USDT,,FEI,USDT,,spot,True,False,False,False,False,False,False,False,,,,0.001,0.001,,,,,,"{'amount': 0.01, 'price': 1e-05}","{'leverage': {'min': None, 'max': None}, 'amount': {'min': 0.01, 'max': 400000.0}, 'price': {'min': 1e-05, 'max': None}, 'cost': {'min': 1.0, 'max': 500000.0}}",,"{'symbol': 'sFEIUSDT', 'code': '7501', 'type': 'Spot', 'displaySymbol': 'FEI / USDT', 'quoteCurrency': 'USDT', 'priceScale': '8', 'ratioScale': '8', 'pricePrecision': '5', 'baseCurrency': 'FEI', 'baseTickSize': '0.01 FEI', 'baseTickSizeEv': '1000000', 'quoteTickSize': '0.00001 USDT', 'quoteTickSizeEv': '1000', 'baseQtyPrecision': '2', 'quoteQtyPrecision': '2', 'minOrderValue': '1 USDT', 'minOrderValueEv': '100000000', 'maxBaseOrderSize': '400,000 FEI', 'maxBaseOrderSizeEv': '40000000000000', 'maxOrderValue': '500,000 USDT', 'maxOrderValueEv': '50000000000000', 'defaultTakerFee': '0.001', 'defaultTakerFeeEr': '100000', 'defaultMakerFee': '0.001', 'defaultMakerFeeEr': '100000', 'description': 'FEIUSDT is a FEI/USDT spot trading pair. Minimum order value is 1 USDT', 'status': 'Delisted', 'tipOrderQty': '100000', 'listTime': '1647226800000', 'buyPriceUpperLimitPct': '110', 'sellPriceLowerLimitPct': '90', 'valueScale': '8'}",8,8.0,8
sTUSDUSDT,,TUSD/USDT,TUSD,USDT,,TUSD,USDT,,spot,True,False,False,False,False,False,True,False,,,,0.001,0.001,,,,,,"{'amount': 0.01, 'price': 0.0001}","{'leverage': {'min': None, 'max': None}, 'amount': {'min': 0.01, 'max': 400000.0}, 'price': {'min': 0.0001, 'max': None}, 'cost': {'min': 1.0, 'max': 500000.0}}",,"{'symbol': 'sTUSDUSDT', 'code': '7601', 'type': 'Spot', 'displaySymbol': 'TUSD / USDT', 'quoteCurrency': 'USDT', 'priceScale': '8', 'ratioScale': '8', 'pricePrecision': '4', 'baseCurrency': 'TUSD', 'baseTickSize': '0.01 TUSD', 'baseTickSizeEv': '1000000', 'quoteTickSize': '0.0001 USDT', 'quoteTickSizeEv': '10000', 'baseQtyPrecision': '2', 'quoteQtyPrecision': '2', 'minOrderValue': '1 USDT', 'minOrderValueEv': '100000000', 'maxBaseOrderSize': '400,000 TUSD', 'maxBaseOrderSizeEv': '40000000000000', 'maxOrderValue': '500,000 USDT', 'maxOrderValueEv': '50000000000000', 'defaultTakerFee': '0.001', 'defaultTakerFeeEr': '100000', 'defaultMakerFee': '0.001', 'defaultMakerFeeEr': '100000', 'description': 'TUSDUSDT is a TUSD/USDT spot trading pair. Minimum order value is 1 USDT', 'status': 'Listed', 'tipOrderQty': '100000', 'listTime': '1647226800000', 'buyPriceUpperLimitPct': '110', 'sellPriceLowerLimitPct': '90', 'valueScale': '8'}",8,8.0,8
sUSDPUSDT,,USDP/USDT,USDP,USDT,,USDP,USDT,,spot,True,False,False,False,False,False,True,False,,,,0.001,0.001,,,,,,"{'amount': 0.01, 'price': 0.0001}","{'leverage': {'min': None, 'max': None}, 'amount': {'min': 0.01, 'max': 400000.0}, 'price': {'min': 0.0001, 'max': None}, 'cost': {'min': 1.0, 'max': 500000.0}}",,"{'symbol': 'sUSDPUSDT', 'code': '7701', 'type': 'Spot', 'displaySymbol': 'USDP / USDT', 'quoteCurrency': 'USDT', 'priceScale': '8', 'ratioScale': '8', 'pricePrecision': '4', 'baseCurrency': 'USDP', 'baseTickSize': '0.01 USDP', 'baseTickSizeEv': '1000000', 'quoteTickSize': '0.0001 USDT', 'quoteTickSizeEv': '10000', 'baseQtyPrecision': '2', 'quoteQtyPrecision': '2', 'minOrderValue': '1 USDT', 'minOrderValueEv': '100000000', 'maxBaseOrderSize': '400,000 USDP', 'maxBaseOrderSizeEv': '40000000000000', 'maxOrderValue': '500,000 USDT', 'maxOrderValueEv': '50000000000000', 'defaultTakerFee': '0.001', 'defaultTakerFeeEr': '100000', 'defaultMakerFee': '0.001', 'defaultMakerFeeEr': '100000', 'description': 'USDPUSDT is a USDP/USDT spot trading pair. Minimum order value is 1 USDT', 'status': 'Listed', 'tipOrderQty': '100000', 'listTime': '1647226800000', 'buyPriceUpperLimitPct': '110', 'sellPriceLowerLimitPct': '90', 'valueScale': '8'}",8,8.0,8
sDAIUSDT,,DAI/USDT,DAI,USDT,,DAI,USDT,,spot,True,False,False,False,False,False,True,False,,,,0.001,0.001,,,,,,"{'amount': 0.01, 'price': 0.0001}","{'leverage': {'min': None, 'max': None}, 'amount': {'min': 0.01, 'max': 400000.0}, 'price': {'min': 0.0001, 'max': None}, 'cost': {'min': 1.0, 'max': 500000.0}}",,"{'symbol': 'sDAIUSDT', 'code': '7801', 'type': 'Spot', 'displaySymbol': 'DAI / USDT', 'quoteCurrency': 'USDT', 'priceScale': '8', 'ratioScale': '8', 'pricePrecision': '4', 'baseCurrency': 'DAI', 'baseTickSize': '0.01 DAI', 'baseTickSizeEv': '1000000', 'quoteTickSize': '0.0001 USDT', 'quoteTickSizeEv': '10000', 'baseQtyPrecision': '2', 'quoteQtyPrecision': '2', 'minOrderValue': '1 USDT', 'minOrderValueEv': '100000000', 'maxBaseOrderSize': '400,000 DAI', 'maxBaseOrderSizeEv': '40000000000000', 'maxOrderValue': '500,000 USDT', 'maxOrderValueEv': '50000000000000', 'defaultTakerFee': '0.001', 'defaultTakerFeeEr': '100000', 'defaultMakerFee': '0.001', 'defaultMakerFeeEr': '100000', 'description': 'DAIUSDT is a DAI/USDT spot trading pair. Minimum order value is 1 USDT', 'status': 'Listed', 'tipOrderQty': '100000', 'listTime': '1647226800000', 'buyPriceUpperLimitPct': '110', 'sellPriceLowerLimitPct': '90', 'valueScale': '8'}",8,8.0,8
sDAIUSDC,,DAI/USDC,DAI,USDC,,DAI,USDC,,spot,True,False,False,False,False,False,False,False,,,,0.001,0.001,,,,,,"{'amount': 0.01, 'price': 0.0001}","{'leverage': {'min': None, 'max': None}, 'amount': {'min': 0.01, 'max': 400000.0}, 'price': {'min': 0.0001, 'max': None}, 'cost': {'min': 1.0, 'max': 500000.0}}",,"{'symbol': 'sDAIUSDC', 'code': '7841', 'type': 'Spot', 'displaySymbol': 'DAI / USDC', 'quoteCurrency': 'USDC', 'priceScale': '8', 'ratioScale': '8', 'pricePrecision': '4', 'baseCurrency': 'DAI', 'baseTickSize': '0.01 DAI', 'baseTickSizeEv': '1000000', 'quoteTickSize': '0.0001 USDC', 'quoteTickSizeEv': '10000', 'baseQtyPrecision': '2', 'quoteQtyPrecision': '2', 'minOrderValue': '1 USDC', 'minOrderValueEv': '100000000', 'maxBaseOrderSize': '400,000 DAI', 'maxBaseOrderSizeEv': '40000000000000', 'maxOrderValue': '500,000 USDC', 'maxOrderValueEv': '50000000000000', 'defaultTakerFee': '0.001', 'defaultTakerFeeEr': '100000', 'defaultMakerFee': '0.001', 'defaultMakerFeeEr': '100000', 'description': 'DAIUSDC is a DAI/USDC spot trading pair. Minimum order value is 1 USDC', 'status': 'Delisted', 'tipOrderQty': '100000', 'listTime': '1656604800000', 'buyPriceUpperLimitPct': '110', 'sellPriceLowerLimitPct': '90', 'valueScale': '8'}",8,8.0,8
sC98USDT,,C98/USDT,C98,USDT,,C98,USDT,,spot,True,False,False,False,False,False,True,False,,,,0.001,0.001,,,,,,"{'amount': 0.01, 'price': 0.0001}","{'leverage': {'min': None, 'max': None}, 'amount': {'min': 0.01, 'max': 400000.0}, 'price': {'min': 0.0001, 'max': None}, 'cost': {'min': 1.0, 'max': 500000.0}}",,"{'symbol': 'sC98USDT', 'code': '7901', 'type': 'Spot', 'displaySymbol': 'C98 / USDT', 'quoteCurrency': 'USDT', 'priceScale': '8', 'ratioScale': '8', 'pricePrecision': '4', 'baseCurrency': 'C98', 'baseTickSize': '0.01 C98', 'baseTickSizeEv': '1000000', 'quoteTickSize': '0.0001 USDT', 'quoteTickSizeEv': '10000', 'baseQtyPrecision': '2', 'quoteQtyPrecision': '2', 'minOrderValue': '1 USDT', 'minOrderValueEv': '100000000', 'maxBaseOrderSize': '400,000 C98', 'maxBaseOrderSizeEv': '40000000000000', 'maxOrderValue': '500,000 USDT', 'maxOrderValueEv': '50000000000000', 'defaultTakerFee': '0.001', 'defaultTakerFeeEr': '100000', 'defaultMakerFee': '0.001', 'defaultMakerFeeEr': '100000', 'description': 'C98USDT is a C98/USDT spot trading pair. Minimum order value is 1 USDT', 'status': 'Listed', 'tipOrderQty': '80000', 'listTime': '1647226800000', 'buyPriceUpperLimitPct': '110', 'sellPriceLowerLimitPct': '90', 'valueScale': '8'}",8,8.0,8
s1INCHUSDT,,1INCH/USDT,1INCH,USDT,,1INCH,USDT,,spot,True,False,False,False,False,False,True,False,,,,0.001,0.001,,,,,,"{'amount': 0.01, 'price': 0.0001}","{'leverage': {'min': None, 'max': None}, 'amount': {'min': 0.01, 'max': 400000.0}, 'price': {'min': 0.0001, 'max': None}, 'cost': {'min': 1.0, 'max': 500000.0}}",,"{'symbol': 's1INCHUSDT', 'code': '8001', 'type': 'Spot', 'displaySymbol': '1INCH / USDT', 'quoteCurrency': 'USDT', 'priceScale': '8', 'ratioScale': '8', 'pricePrecision': '4', 'baseCurrency': '1INCH', 'baseTickSize': '0.01 1INCH', 'baseTickSizeEv': '1000000', 'quoteTickSize': '0.0001 USDT', 'quoteTickSizeEv': '10000', 'baseQtyPrecision': '2', 'quoteQtyPrecision': '2', 'minOrderValue': '1 USDT', 'minOrderValueEv': '100000000', 'maxBaseOrderSize': '400,000 1INCH', 'maxBaseOrderSizeEv': '40000000000000', 'maxOrderValue': '500,000 USDT', 'maxOrderValueEv': '50000000000000', 'defaultTakerFee': '0.001', 'defaultTakerFeeEr': '100000', 'defaultMakerFee': '0.001', 'defaultMakerFeeEr': '100000', 'description': '1INCHUSDT is a 1INCH/USDT spot trading pair. Minimum order value is 1 USDT', 'status': 'Listed', 'tipOrderQty': '75000', 'listTime': '1647226800000', 'buyPriceUpperLimitPct': '110', 'sellPriceLowerLimitPct': '90', 'valueScale': '8'}",8,8.0,8
sKNCUSDT,,KNC/USDT,KNC,USDT,,KNC,USDT,,spot,True,False,False,False,False,False,True,False,,,,0.001,0.001,,,,,,"{'amount': 0.01, 'price': 0.0001}","{'leverage': {'min': None, 'max': None}, 'amount': {'min': 0.01, 'max': 250000.0}, 'price': {'min': 0.0001, 'max': None}, 'cost': {'min': 1.0, 'max': 500000.0}}",,"{'symbol': 'sKNCUSDT', 'code': '8101', 'type': 'Spot', 'displaySymbol': 'KNC / USDT', 'quoteCurrency': 'USDT', 'priceScale': '8', 'ratioScale': '8', 'pricePrecision': '4', 'baseCurrency': 'KNC', 'baseTickSize': '0.01 KNC', 'baseTickSizeEv': '1000000', 'quoteTickSize': '0.0001 USDT', 'quoteTickSizeEv': '10000', 'baseQtyPrecision': '2', 'quoteQtyPrecision': '2', 'minOrderValue': '1 USDT', 'minOrderValueEv': '100000000', 'maxBaseOrderSize': '250,000 KNC', 'maxBaseOrderSizeEv': '25000000000000', 'maxOrderValue': '500,000 USDT', 'maxOrderValueEv': '50000000000000', 'defaultTakerFee': '0.001', 'defaultTakerFeeEr': '100000', 'defaultMakerFee': '0.001', 'defaultMakerFeeEr': '100000', 'description': 'KNCUSDT is a KNC/USDT spot trading pair. Minimum order value is 1 USDT', 'status': 'Listed', 'tipOrderQty': '50000', 'listTime': '1647226800000', 'buyPriceUpperLimitPct': '110', 'sellPriceLowerLimitPct': '90', 'valueScale': '8'}",8,8.0,8
